,dataset_name,1/1/2017_x,2/1/2017_x,3/1/2017_x,4/1/2017_x,5/1/2017_x,1/1/2017_y,2/1/2017_y,3/1/2017_y,4/1/2017_y,5/1/2017_y,package_id,package_name,package_has_admin_boundary_tag,package_tag_list,package_has_cod_tag,package_author,package_caveats,package_dataset_date,package_total_res_downloads,package_methodology,package_title,package_creator,organisation_name,package_notes,package_num_resources,package_tracking_summary_total,package_dataset_source,package_locations_list
119,Cambodia - Admin Level 0 (International) Boundaries,0,4,13,1,0,2.0,8.0,17.0,3.0,1.0,7472f7e0-3deb-44d9-bd36-38237c666a2e,cambodia-admin-level-0-international-boundaries,True,"administrative boundaries ,cod ,geodata ,lines ,nodeid4269",True,None,"**Languages:** EN

 The boundaries used on this map do not imply official endorsement or acceptance by the United Nations and HRF members.",10/14/2014,9.0,Other,Cambodia - Admin Level 0 (International) Boundaries,hdx,ocha-roap," Cambodia National Boundaries

The datasets were obtained from the Department of Geography of the Ministry of Land Management, Urbanization and Construction in 2008.",1.0,80.0,"Department of Geography of the Ministry of Land Management, Urbanization and Construction in 2008",Cambodia
120,Namibia - Towns and Settlement Location Points,5,4,20,1,0,14.0,8.0,24.0,4.0,0.0,467ebf0f-46a6-4442-b681-0d5bb34e6ab7,namibia-settlements-0,False,"cod ,geodata ,nodeid4511 ,points ,populated places ,sadd ,settlements",True,None,"**Languages:** EN
",12/31/2001,0.0,Other,Namibia - Towns and Settlement Location Points,hdx,ocha-rosa,"Towns and Settlement Location Points (607 records), with names and population by gender.

Zip file includes towns and settlement shapefiles, metadata and citation.",1.0,103.0,Atlas of Namibia,Namibia
121,Nigeria  Administrative Boundaries,0,5,0,0,0,0.0,17.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
122,Kyrgyzstan - Admin Level 0 Boundary (country),0,1,1,1,0,5.0,1.0,3.0,9.0,0.0,199c6678-6a7d-4b9b-85f5-ce72156289d6,kyrgyzstan-admin-level-0-boundary-country,True,"administrative boundaries ,cod ,geodata ,polygon",True,,None,10/28/2013,0.0,Other,Kyrgyzstan - Admin Level 0 Boundary (country),wmuhren,ocha-rocca,"PLEASE NOTE THAT THIS DATASET WILL BE UPDATED SOON

Administrative level 0 (country) boundary (polygon) of the Kyrgyz Republic",1.0,81.0,Ministry of Emergency Situations of the Kyrgyz Republic,Kyrgyzstan
123,Mali  -  Administrative Boundaries (levels 0 - 4),0,0,0,1,0,0.0,0.0,0.0,15.0,5.0,d2ec62bb-5a93-436d-8297-88b3ee9b6818,administrative-boundaries-cod-mli,True,"admin units ,administrative boundaries ,cod ,geodata ,itos ,subnational",True,,None,06/01/2015,333.0,Other,Mali  -  Administrative Boundaries (levels 0 - 4),cj,ocha-mali,"The dataset represents the Common Operational Data (COD) for administrative boundaries of Mali.  Each administrative unit contains the p-code and name. 
Admin COD datasets for Mali endorsed by IMWG in 2015; see metadata for description of cleaning and processing performed by ITOS.
* Levels 1 - 4 are polygonal administrative units
* Level 4 only covers Bamako",8.0,957.0,DNCT - Direction Nationale des Collectivités Territoriales,Mali
124,Djibouti - Towns,1,0,0,0,0,1.0,1.0,2.0,0.0,0.0,bda709b2-1884-45a3-bbfa-f00fa120c46e,djibouti-settlements-0,False,"cod ,geodata ,migration-processing ,nodeid3935 ,points ,populated places ,settlements",True,None,"**Languages:** EN
",07/11/2000,8.0,Other,Djibouti - Towns,hdx,ocha-rosea,"Djibouti Towns

The names of the settlements were obtained from the GEOnet Name Server  (NIMA), the locations of the settlements have been modified by randomly moving them by ±30.Created 07/11/2000

Topographical maps of 1:100000 and 1:200000 of Djibouti were then used to relocate the settlements. The topomaps were issued by INSTITUT GEOGRAPHIQUE NATIONAL, Rue de Grenelle-Paris, 1956-1961.
",1.0,150.0,"GEOnet Name Server  (NIMA), Institut Geographic National",Djibouti
125,"Senegal - geodatabase on admin boundaries, settlements, hydrology, transporation, land use and infrastructure",0,0,26,10,0,0.0,0.0,56.0,22.0,0.0,b94a55d0-0b8e-4458-9499-8bbc6987d396,sen-geodb-ocha-20170306,True,"administrative boundaries ,cod ,geodatabase ,hydrologie ,roads ,settlements ,transportation",True,None,None,03/06/2017,0.0,Other,"Senegal - geodatabase on admin boundaries, settlements, hydrology, transporation, land use and infrastructure",oumousy2_,ocha-rowca,"Admin boundaries (admin1, admin 2 and admin3 polygons and polylines), settlements with pcode iso2 and iso 3, transporation (roads, railways, airports, ports), Hydrology (river line), Infrastructures (Education, health, trade)",1.0,68.0,"DTGC (Direction des Travaux géographiques et cartographiques), WHO, DCW, NE, ",Senegal
126,Ghana - Settlements,5,15,23,15,0,14.0,22.0,32.0,30.0,0.0,39c93395-732c-408c-a95d-eec4ce7e8b25,ghana-settlements,False,"cod ,geodata ,nodeid61809 ,polygon ,populated places ,settlements",True,None,"**Most Recent Changes:** Adding columns: Rowca Pcodes, HRname, HRpcode, HRparent. The rowcapcode is a harmonized Pcode, The HRpcode is a unique code that will allow files extracted from the humanitarianresponse.info platform to be joined to these spatial files. The settlements have been cleaned and REFNAME represents alternative names.


7 August 2015: Link from OCHA ROWCA geonode



**Languages:** EN
",09/11/2005,14.0,Other,Ghana - Settlements,hdx,ocha-rowca,"Settlements places of Ghana

The dataset represents the settlements of Ghana with harmonized PCODES of ROWCA and Humanitarian Response. The classification of capitals has been also integrated to this geodata.
",2.0,199.0,National Geospatial-Intelligence Agency (NGA),Ghana
127,Cambodia - Admin Level 1 Boundaries,0,8,12,3,0,6.0,19.0,20.0,8.0,0.0,a477b3fa-7ad0-4da6-883b-85ba87c753aa,cambodia-admin-level-1-boundaries,True,"administrative boundaries ,cod ,geodata ,nodeid37665 ,polygon",True,None,"The boundaries used on this map do not imply official endorsement or acceptance by the United Nations and HRF members. 

**Most Recent Changes:** New province added (Tbong Khmum) with underlying districts and communes

**Languages:** EN
",10/14/2014,15.0,Other,Cambodia - Admin Level 1 Boundaries,hdx,ocha-roap,"The datasets were obtained from the Department of Geography of the Ministry of Land Management, Urbanization and Construction in 2008 and unofficially updated in 2014 according to sub-decrees on administrative modifications.


",1.0,87.0,"Department of Geography of the Ministry of Land Management, Urbanization and Construction",Cambodia
128,Madagascar - Admin Level 4 Boundaries,54,8,12,0,0,142.0,25.0,22.0,0.0,0.0,,,,,,,,,,,,,,,,,,
129,Myanmar - Village tract boundaries (Admin 4),43,5,3,14,0,46.0,20.0,12.0,14.0,0.0,98c83248-c4ac-4030-bfb2-073b945b8f60,myanmar-village-boundaries,False,"adm4 ,administrative boundary ,cod ,geodata ,shapefiles",True,,,12/04/2013,138.0,Other,Myanmar - Village tract boundaries (Admin 4),ditaanggraeni,mimu,Myanmar admin level 4 (village) boundaries,13.0,306.0,"MIMU, UNHCR, UNICEF, WFP",Myanmar
130,Bhutan - Water Courses,3,1,2,0,0,3.0,1.0,3.0,1.0,0.0,c5cdc101-bd90-47d3-a1f1-1ed9e9871e11,bhutan-water-courses,False,"cod ,geodata ,hydrology ,lines ,nodeid104607 ,rivers",True,None,"**Languages:** EN
",06/05/2015,0.0,Other,Bhutan - Water Courses,hdx,ocha-roap,This OSM spatial dataset is a national dataset of watercourses for Bhutan with hydrological heirarchy. Watercourse names in English are included where known.,1.0,33.0,Open Street Map,Bhutan
131,CÃ´te d&#39;Ivoire - Water Courses,0,2,7,4,0,1.0,3.0,10.0,12.0,0.0,,,,,,,,,,,,,,,,,,
132,Papua New Guinea - 2000 District-level Census data,1,3,1,2,0,2.0,6.0,1.0,5.0,0.0,78ed6e76-e76f-4b52-a1ac-8529b1585e88,papua-new-guinea-admin-level-2-boundaries,True,"administrative boundaries ,cod ,geodata ,nodeid65930 ,polygon",True,None,"**Languages:** EN
",02/24/2015,7.0,Other,Papua New Guinea - 2000 District-level Census data,hdx,ocha-roap,"This spatial dataset provides the delimitation and composition of the Papua New Guinea district boundaries as of the year 2000 and is attributed with the provincial and district names in English. The dataset is attributed with key population statistics at the district level from the 2000 Census. This dataset was obtained from the National Statistics Office.

This dataset was provided to  the UN-OCHA Regional Office for the Asia-Pacific by the National Statistics Office. ",1.0,45.0,Papua New Guinea National Statisctics Office,Papua New Guinea
133,Haiti - Rivers,8,5,18,6,0,12.0,10.0,22.0,13.0,0.0,96e10180-8bd7-441a-aecb-dc356b25cafe,haiti-water-courses,False,"cod ,geodata ,hydrology ,lines ,nodeid4737 ,rivers",True,None,"**Languages:** FR
",01/01/2008,4.0,Other,Haiti - Rivers,hdx,ocha-haiti,"Haiti Waters - Rivers

Rivers/Streams of Haiti. The first dataset produced by the CNIGS is the official one and was made available in 2008. The second river datasets cover Haiti and the Dominican Republic. Lines of river were digitized in 2011 from High resolution satellite Imagery by [Open Street Map](http://download.geofabrik.de/osm/central-america/).",2.0,172.0,Centre National de l'Information Géo-Spatiale (CNIGS),Haiti
134,Yemen - Ports,4,4,9,3,0,9.0,12.0,19.0,12.0,0.0,a6227901-6471-4b04-9aa7-0764e0291ab4,yemen-ports,False,"cod ,geodata ,infrastructure ,nodeid4161 ,points ,transportation",True,None,"**Languages:** EN
",04/30/2014,15.0,Other,Yemen - Ports,hdx,ocha-yemen,"Sea Ports
",1.0,81.0,Yemen Central Statistical Organisation,Yemen
135,DR Congo - Population Statistics,5,24,20,5,0,5.0,59.0,35.0,17.0,0.0,,,,,,,,,,,,,,,,,,
136,Egypt - Water Courses,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,
137,"Nepal P-Code List, Administrative Levels 1 - 5 - Nepal P-codes - Admin 1-5.xls",2,0,0,0,0,16.0,3.0,6.0,5.0,0.0,,,,,,,,,,,,,,,,,,
138,Viet Nam - Admin Level 2 Boundaries,2,3,4,1,0,2.0,4.0,6.0,7.0,0.0,d0c1f725-ecb2-47f7-88e4-42b255564edb,viet-nam-admin-level-2-boundaries,True,"administrative boundaries ,cod ,geodata ,nodeid66880 ,polygon",True,None,"**Languages:** EN
",03/02/2015,5.0,Other,Viet Nam - Admin Level 2 Boundaries,hdx,ocha-roap,"This spatial dataset provides the delimitation and composition of the Viet Nam district boundaries and is attributed with the provincial and district names in English. Full metadata can be obtained from the Pacific Disaster Centre data portal for Viet Nam, [VinAWARE](http://www.vinaware.mard.gov.vn/vinaware/).",1.0,55.0,Pacific Disaster Centre,Viet Nam
139,Philippines - Census Population data,14,23,27,17,0,61.0,73.0,84.0,59.0,0.0,2edb84f4-28b4-432c-8a73-42feadc06795,philippines-2015-barangay-admin4-census-population,False,"census ,cod ,population ,sadd",True,None,"Census is conducted every 5 years.  
The rural/urban classification is for barangay level only. 
The hyphenated rural/urban status means that the barangay was only formed or created after the 2000 Census of Population and Housing.",08/02/2016,0.0,Other,Philippines - Census Population data,jaddawe,ocha-philippines,Sex and age disaggregated population data by various administrative levels (1 to 4) based on 2015 Census with Philippines Standard Geographic Code (PSGC). ,1.0,267.0,Philippines Statistics Authority,Philippines
140,Senegal - Administrative Boundaries,29,24,88,74,1,33.0,32.0,139.0,114.0,2.0,bd9bc484-155d-41a3-87cf-064310a94492,senegal-administrative-boundaries,True,"administrative boundaries ,cod ,geodata ,nodeid4682 ,polygon ,senegal",True,None,"**Most Recent Changes:** Kaffrine, Kedougou and Sedhiou regions have been created in 2011.
Government data cleaned and pcoded by OCHA and ITOS

Last update march 2017



**Languages:** EN
",01/21/2016,78.0,Other,Senegal - Administrative Boundaries,oumousy2_,ocha-rowca,"Last update March 2017 according to Admin COD datasets for SEN endorsed by RO on January 2016 ; see metadata for description of cleaning and processing performed by ITOS. 
The dataset represents Admin level 0 (International), Admin Level 1 (Region), Admin Level 2 (Departement), Admin Level 3 (Arrondissement).",8.0,535.0,"Government of Senegal, 2009  (updated by OCHA/ROWCA)12 February 2015",Senegal
141,Burundi - Admin Level 1 Boundaries,1,2,4,3,0,6.0,6.0,5.0,8.0,0.0,4adaa3c9-cafd-4cf4-a768-9d9b520a8d86,burundi-admin-level-1-boundaries,True,"administrative boundaries ,cod ,geodata ,nodeid3848 ,polygon",True,None,"**Languages:** EN
",01/01/2006,20.0,Other,Burundi - Admin Level 1 Boundaries,hdx,ocha-burundi,"Burundi Administrative boundary - International
",1.0,199.0,IGEBU,Burundi
142,State of Palestine - Hydrography,3,3,3,3,1,5.0,3.0,8.0,6.0,1.0,f39a738d-9393-45bd-8e58-a0eca04f5470,state-of-palestine-water-bodies,False,"cod ,geodata ,hydrology ,lakes ,nodeid16954 ,points ,polygon",True,None,"**Languages:** EN
",01/01/2004,12.0,Other,State of Palestine - Hydrography,hdx,ocha-opt,"Water bodies, coastline and river.",2.0,92.0,"Palestinian Authority, Ministry of Planning (PA MOP)",State of Palestine
143,Mauritania - Administrative Boundaries,6,20,7,9,0,18.0,13.0,14.0,16.0,0.0,8d49f50d-92a8-46d9-9462-f821a8058f6d,mauritania-administrative-boundaries,True,"administrative boundaries ,cod ,geodata ,line ,nodeid4317 ,polygon",True,None,"Reviewing, cleaning, pcoding and validation have been performed by OCHA and ITOS.",09/25/2015,21.0,Other,Mauritania - Administrative Boundaries,hdx,ocha-rowca,"Admin COD datasets for Mauritania endorsed by RO on October 2015; see metadata for description of cleaning and processing performed by ITOS.
National boundary, boundaries of Admin1 (Wilaya), admin2 (Moughata) and admin3 (communes) of Mauritania",5.0,179.0,World Food Programme and OCHA,Mauritania
144,Cambodia - Admin Level 2 Boundaries,3,6,12,7,0,5.0,8.0,22.0,7.0,0.0,12c067f1-f15d-4c69-b57d-a0858e68e787,cambodia-admin-level-2-boundaries,True,"administrative boundaries ,cod ,geodata ,nodeid37666 ,polygon",True,None,"The boundaries used on this map do not imply official endorsement or acceptance by the United Nations and HRF members. 

**Most Recent Changes:** New province added (Tbong Khmum), with underlying districts and communes

**Languages:** EN
",10/15/2014,18.0,Other,Cambodia - Admin Level 2 Boundaries,hdx,ocha-roap,"The datasets were obtained from the Department of Geography of the Ministry of Land Management, Urbanization and Construction in 2008 and unofficially updated in 2014 according to sub-decrees on administrative modifications. ",1.0,91.0,"Department of Geography of the Ministry of Land Management, Urbanization and Construction",Cambodia
145,Madagascar - Admin Boundaries Levels 0-4 - mdg_adm1-4_table_Gazetteer.xls,0,0,2,1,0,0.0,0.0,16.0,11.0,0.0,,,,,,,,,,,,,,,,,,
146,DPR Korea - Contour Lines,0,1,0,2,0,1.0,4.0,1.0,3.0,0.0,bc4fcd92-84e1-4343-900a-b2585feed229,dpr-korea-contour-lines,False,"cod ,elevation ,geodata ,hypsography ,nodeid3876 ,polygon ,terrain",True,None,"**Languages:** EN
",01/01/2000,1.0,Other,DPR Korea - Contour Lines,hdx,ocha-roap,"Democratic People's Republic of Korea: Elevation

This data comes from the Global Mapping initiative, a project of the International Steering Committe for Global Mapping.",1.0,63.0,Global Mapping initiative,Democratic People's Republic of Korea
147,DR Congo - Administrative Boundaries,23,87,195,52,0,26.0,121.0,96.0,50.0,0.0,,,,,,,,,,,,,,,,,,
148,Bhutan - Airports and Airfield,0,1,1,0,0,1.0,1.0,2.0,0.0,0.0,4d265753-6f67-444e-86de-d2bcf599c538,bhutan-aerodromes,False,"airports ,cod ,geodata ,infrastructure ,nodeid104605 ,points ,transportation",True,None,"**Languages:** EN
",06/05/2015,1.0,Other,Bhutan - Airports and Airfield,hdx,ocha-roap,This is a national dataset of 1 airport/airfield in Bhutan and is attributed with its name in English,1.0,42.0,Global Discovery,Bhutan
149,Cape Verde - Settlements,2,4,0,1,0,1.0,2.0,2.0,2.0,0.0,65eb768f-f2d0-4be9-ac3b-ec55810443f4,cape-verde-settlements,False,"cod ,geodata ,nodeid68740 ,points ,populated places ,settlements",True,None,"**Most Recent Changes:** Adding columns: Rowca Pcode, HRname, HRpcode, Hrparent for the municipalities (Concelhos), civil parishes (Freguesias) and settlements. The rowcapcode is a harmonized Pcode, The HRpcode is a unique code that will allow files extracted from the humanitarianresponse.info platform to be joined to these spatial files.



**Languages:** EN
",06/12/2014,0.0,Other,Cape Verde - Settlements,hdx,ocha-rowca,"Settlements with administrative Class (eg: 1=Country capital, 2=Concelhos capital…)

The dataset represents the settlements of Cabo Verde with harmonized PCODE of ROWCA and Humanitarian Response pcodes
",2.0,86.0,National Geospatial-Intelligence Agency (NGA),Cape Verde
150,DPR Korea - Railways,0,0,1,2,0,1.0,0.0,1.0,2.0,0.0,26df0870-cf46-4f6a-ada4-b5b5e02ada97,dpr-korea-railways,False,"cod ,geodata ,infrastructure ,lines ,nodeid3897 ,transportation",True,None,"**Languages:** EN
",01/01/2000,1.0,Other,DPR Korea - Railways,hdx,ocha-roap,"Democratic People's Republic of Korea railroads

This data comes from the Global Mapping initiative, a project of the International Steering Committe for Global Mapping. ",1.0,46.0,Global Mapping Initiative,Democratic People's Republic of Korea
151,Gambia - Elevation Model,1,0,0,1,0,1.0,0.0,3.0,2.0,0.0,a81fdef6-9f28-4be4-8041-38f655de311e,gambia-elevation-model,False,"cod ,elevation ,geodata ,hypsography ,nodeid3881 ,raster ,terrain",True,None,"**Languages:** EN
",08/01/2012,7.0,Other,Gambia - Elevation Model,hdx,ocha-rowca,"Digital Elevation Model of the Gambia

The dataset represents the digital elevation model of the Gambia.

Résolution: 90 m

",1.0,77.0,World Food Programme (WFP),Gambia
152,Equatorial Guinea - Administrative Boundaries,0,5,0,4,0,1.0,3.0,2.0,2.0,0.0,0c1a3093-c97d-48a2-a992-e652ebcbf05c,equatorial-guinea-administrative-boundaries,True,"administrative boundaries ,cod ,geodata ,nodeid67328 ,polygon",True,None,"**Most Recent Changes:** Adding columns: Rowca Pcode, HRname, HRpcode, Hrparent for the provinces. The rowcapcode is a harmonized Pcode, The HRpcode is a unique code that will allow files extracted from the humanitarianresponse.info platform to be joined to these spatial files.



**Languages:** EN
",12/31/2006,15.0,Other,Equatorial Guinea - Administrative Boundaries,hdx,ocha-rowca,"Provinces of Equatorial Guinea

The dataset represents the provinces of Equatorial Guinea with harmonized PCODE of ROWCA and Humanitarian Response pcodes

",3.0,106.0,Global Administrative Unit Layers (GAUL),Equatorial Guinea
153,Jamaica - Admin Level 1 Boundaries,0,1,0,1,0,1.0,2.0,0.0,2.0,0.0,21ef604e-39ba-4a2a-9675-08acb24298d1,jamaica-admin-level-1-boundaries,True,"administrative boundaries ,cod ,geodata ,nodeid4520 ,polygon",True,None,"**Languages:** EN
",05/30/2011,1.0,Other,Jamaica - Admin Level 1 Boundaries,hdx,ocha-rolac, Administrative Boundaries Level 1,1.0,85.0,Ministry of Foreign Affairs and Foreign Trade,Jamaica
154,Nigeria - Water Courses(Rivers),10,22,13,12,0,13.0,32.0,23.0,16.0,0.0,741c6f20-6956-420d-aae4-37015cdd1ad4,nigeria-water-courses,False,"cod ,geodata ,hydrology ,lines ,migration-processing ,nodeid4473 ,polygon ,rivers",True,None,"**Most Recent Changes:** Data from ESRI have been included.



**Languages:** EN
",02/02/2012,20.0,Other,Nigeria - Water Courses(Rivers),hdx,ocha-nigeria,"Nigeria river courses

Scale: 1/1,000,000
",2.0,343.0,DCW and ESRI,Nigeria
155,Tajikistan: Administrative Boundaries (taxonomy),0,0,0,5,0,0.0,0.0,0.0,20.0,0.0,,,,,,,,,,,,,,,,,,
156,Libya - Settlements,3,4,6,0,0,8.0,7.0,26.0,0.0,0.0,,,,,,,,,,,,,,,,,,
157,Myanmar Population - Census 2014,0,0,0,15,2,0.0,3.0,0.0,36.0,1.0,6db7ad28-a1e6-444c-b5d8-7eb1094f3575,myanmar-population-census-2014,False,"census ,cod ,myanmar ,population",True,None,None,07/16/2015,0.0,Census,Myanmar Population - Census 2014,pyaesone,ocha-myanmar,"Population for State and Region, District, Township, Village Tract, Ward",1.0,24.0,"UNFPA, DOP, MIMU",Myanmar
158,Thailand - Inland Waters,0,3,2,3,0,5.0,6.0,11.0,4.0,0.0,3ac857b6-8672-4ec3-901f-7308bbee7ac6,thailand-water-bodies-water-courses,False,"cod ,geodata ,hydrology ,lakes ,lines ,nodeid4196 ,polygon ,rivers",True,None,"**Languages:** EN
",01/01/2005,3.0,Other,Thailand - Inland Waters,hdx,ocha-roap,This is the Hydrology network in Thailand.  It includes major rivers and lakes (as Polygons) as well as streams and canals (as Lines).  This data comes from GISTA The Thai Space Agency.,1.0,58.0,GISTA The Thai Space Agency,Thailand
159,Central African Republic - Elevation Model,3,1,4,3,0,4.0,3.0,5.0,4.0,0.0,cbf56dfe-3037-4f9a-b7ac-cc008704485b,central-african-republic-elevation-model-41-10-to-41-12,False,"cod ,elevation ,geodata ,hypsography ,nodeid90549 ,raster ,terrain",True,None,"**Most Recent Changes:** Compression des srtm_41_10, srtm_41_11 et srtm_41_12 en un seul fichier


**Languages:** EN
",05/22/2015,10.0,Other,Central African Republic - Elevation Model,hdx,ocha-car,"SRTM 90m Digital Elevation Database v4.1 - Raster Elevation files covering the 3rd part of the Central African Republic and overlap in surrounding countries


",2.0,89.0,NASA Shuttle Radar Topographic Mission (NASA STRM),Central African Republic
160,Mali - Administrative boundaries with population figures,0,0,23,54,0,0.0,0.0,47.0,78.0,0.0,3feaf6d7-8b21-4db1-a097-fa8a2b680a89,mali-admin-boundaries-level-1-2-and-3-including-2017-population-desagregated-by-sexe,False,"cod ,mali ,population",True,None,None,01/01/2017,0.0,Other,Mali - Administrative boundaries with population figures,sekou,ocha-mali,These dataset include the admin boundaries and the population figures desagregated by sexe. The zip files include shape file which can be used in GIS softwares.,3.0,52.0,"DNCT - Direction Nationale des Colelctivités Territorielles, DNP - Direction Nationale de la Population.",Mali
161,Rwanda - Administrative Level 3 Boundaries,1,2,5,0,0,1.0,2.0,16.0,3.0,0.0,82a51550-f7c3-4f25-9ccc-7af1aeb89425,rwanda-admin-level-3-boundaries,True,"administrative boundaries ,cod ,geodata ,migration-processing ,nodeid4165 ,polygon",True,None,"**Languages:** EN
",01/01/2006,14.0,Other,Rwanda - Administrative Level 3 Boundaries,hdx,ocha-rosea,"Rwanda Administrative boundaries level 3. This is the updated administrative structure which the Government of Rwanda imposed in January 2006.
",1.0,107.0,"Government of Rwanda, WFP/VAM",Rwanda
162,Niger - Settlements - Niger_pplp_ocha_itos.zip,0,0,2,0,0,0.0,0.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,,,
163,Sudan - Roads,0,10,14,4,0,3.0,9.0,20.0,9.0,0.0,9c33b088-0ede-4266-a19f-b98fb1c3fea3,sudan-roads,False,"cod ,geodata ,infrastructure ,lines ,nodeid4173 ,transportation",True,None,"**Languages:** EN
",01/01/2004,39.0,Other,Sudan - Roads,hdx,ocha-sudan,Road networks throughout Sudan with classification.,2.0,73.0,UNDP,Sudan
164,Rwanda - Admin Level 2 Boundaries,1,1,4,2,0,2.0,2.0,7.0,3.0,0.0,de16a690-8b56-4ad4-ad30-2d491fceac0a,rwanda-admin-level-2-boundaries,True,"administrative boundaries ,cod ,geodata ,migration-processing ,nodeid4157 ,polygon",True,None,"**Languages:** EN
",01/01/2006,10.0,Other,Rwanda - Admin Level 2 Boundaries,hdx,ocha-rosea,"Rwanda Administrative boundaries level 2 is the updated administrative structure which the Government of Rwanda imposed in January 2006.

",1.0,100.0,Rwanda National Institute of Statistics,Rwanda
165,Tunisia - Estimated Population Statistics per delegation,0,0,1,0,0,0.0,0.0,8.0,1.0,0.0,c13351f6-3624-42ed-9d6b-93a375d76296,tunisia-population-statistics,False,"cod ,nodeid4659 ,population",True,None,"**Languages:** EN
",01/01/2013,1.0,Other,Tunisia - Estimated Population Statistics per delegation,hdx,ocha-romena,"Estimation of population by district on 1 January 2013



",1.0,33.0,"Institut National de la Statistique, Statistiques de l'Etat Civil",Tunisia
166,Dominican Republic - Admin Level 4 Boundaries,0,0,1,2,0,4.0,0.0,1.0,2.0,0.0,75f3afc3-a0c9-44c3-93c4-ac3a251c58c9,dominican-republic-admin-level-4-boundaries,True,"administrative boundaries ,cod ,geodata ,nodeid4527 ,polygon",True,None,"**Languages:** ES
",01/01/2005,4.0,Other,Dominican Republic - Admin Level 4 Boundaries,hdx,ocha-rolac,"Administrative Boundaries - level 4 (Limite Municipal)



",1.0,73.0,Centro de Operaciones de Emergencias (COE),Dominican Republic
167,Bolivia - Admin Level 4 Boundaries,1,2,0,2,0,1.0,2.0,1.0,3.0,0.0,100576f3-af09-4f72-833f-97dc6c92fbf8,bolivia-admin-level-4-boundaries,True,"administrative boundaries ,cod ,geodata ,nodeid3819 ,polygon",True,None,"**Languages:** ES
",01/01/2004,6.0,Other,Bolivia - Admin Level 4 Boundaries,hdx,ocha-rolac,"Administrative Boundaries - level 4 (Limite por Municipio)


",1.0,44.0,Ministerio de Desarrollo Sostenible,Bolivia (Plurinational State of)
168,Thailand - Administrative Boundaries,1,43,27,21,1,3.0,53.0,19.0,21.0,4.0,d24bdc45-eb4c-4e3d-8b16-44db02667c27,thailand-administrative-boundaries,True,"administrative boundaries ,cod ,geodata ,lines ,nodeid4616",True,None,"**Languages:** EN
",01/31/2013,0.0,Other,Thailand - Administrative Boundaries,hdx,ocha-roap,"These are boundaries for all administrative levels of Thailand. 
",9.0,114.0,GISTA The Thai Space Agency,Thailand
169,Chad - Administrative boundaries (levels 0 - 3),0,0,0,17,0,0.0,0.0,0.0,45.0,0.0,f01c8222-b67d-41ff-954a-731aafd4466b,chad-admin-boundaries-admin-1-and-admin-2,False,"admin 1 ,admin 2 ,admin 3 ,admin boundaries ,cod ,département ,pcode ,region ,sous-préfecture ,web service",True,None,"Admin 0 to admin 2 have been prepared through the ITOS process.
List of Admin 3 level is official but the geometry is available only for the Lac region and has been endorsed by IMWG (not officially recognized yet)",07/01/2016,2.0,Registry,Chad - Administrative boundaries (levels 0 - 3),remi_galinier,ocha-chad,"Administrative boundaries for Chad.
Level 0 : Country
Level 1 : Regions 
Level 2 : Departements
Level 3 : Sous préfectures (tabular data available for the entire country, shapefile available only for the Lac region) 
",10.0,89.0,OCHA Chad,Chad
170,Sudan - Admin Level 1 Boundaries,7,0,0,0,0,21.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
171,Kenya - Settlements,3,16,12,10,0,13.0,37.0,30.0,23.0,0.0,58f70c23-8591-475a-8012-54cdf4eb8ed7,kenya-settlements-0,False,"cod ,geodata ,nodeid4005 ,points ,populated places ,settlements",True,None,"**Languages:** EN
",01/01/2002,25.0,Other,Kenya - Settlements,hdx,ocha-rosea,"KEN_Populated Places

The populated layer was developed by DEPHA 2002",1.0,307.0,DEPHA,Kenya
172,Colombia - Admin Level 2 Boundaries,6,4,17,25,0,14.0,6.0,26.0,112.0,0.0,06fb5ce9-0d10-4c31-bae1-31072408825e,colombia-admin-level-2-boundaries,True,"administrative boundaries ,cod ,geodata ,nodeid4321 ,polygon",True,None,"Copyright IGAC, Modificado OCHA 

**Languages:** EN
",01/01/2009,39.0,Other,Colombia - Admin Level 2 Boundaries,hdx,ocha-colombia,"Admin COD datasets endorsed by OCHA Colombia on December 2015; see metadata for description of cleaning and processing performed by ITOS. Colombia Administrative Boundaries Level 2 (Municipalities)

This dataset contains a link to GeoNode Colombia and a zipped file. 


Colombia Admin Level 2 Boundaries
",1.0,349.0,Instituto Geográfico Agustín Codazzi. IGAC (Colombia),Colombia
173,Djibouti - Roads,0,1,0,0,0,0.0,1.0,1.0,0.0,0.0,7ae5e7fb-7754-4a5c-8fc0-2fef0f60cfa0,djibouti-roads,False,"cod ,geodata ,infrastructure ,lines ,nodeid3932 ,transportation",True,None,"**Languages:** EN
",05/01/2001,7.0,Other,Djibouti - Roads,hdx,ocha-rosea,"Djibouti Roads. Roads were digitized from Topographic maps at a scale of 1:100,000 issued by the Institut Geographique National, Rue de grenelle-Paris, 1956-1961.

A few arcs were obtained from the DCW, whenever they were missing on the Topomaps.
",1.0,62.0,"Institut Geographique National, DCW",Djibouti
